title,description
"코너킥 차려는 데 눈 찢은 팬…손흥민, 또 인종차별 당했다",트래핑 후 돌파를 시도하는 손흥민(오른쪽).   AP 연합 잉글랜드 프리미어리그(EPL) 토트넘에서 뛰는 손흥민이 또 인종차별 피해를 당했다. 글로벌 스포츠 매체 디 애슬래틱은 18일(한국시간) “첼시와 토트넘 경기에서... 
손흥민 선발-황희찬 벤치... 토트넘-울버햄튼 명단 공개,손흥민(30·토트넘)과 황희찬(26·울버햄튼)의 선발 맞대결이 무산됐다. 손흥민은 20일 오후 8시 30분(한국시간) 영국 런던 토트넘 홋스퍼 스타디움에서 열리는 울버햄튼과의 2021~2022 잉글랜드 프리미어리그(EPL) 3라운드... 
"손흥민 또 인종차별 당해…첼시 측 ""정황 파악 중""",팬이 손흥민 선수(30·토트넘)를 향해 눈을 옆으로 찢는 등 인종차별적 행위를 한 정황이 포착됐다. 17일 영국 스포츠 매체 디애슬래틱에 따르면 영국 런던 스탬퍼드 브리지에서 열린 첼시와 토트넘의 경기 후반 손흥민이... 
"'1호골 도전' 손흥민, 울버햄튼 상대로 선발 출전…황희찬은 벤치 대기","잉글랜드 프리미어리그(EPL) 득점왕 출신 손흥민(토트넘)이 황희찬이 속한 울버햄튼을 상대로 선발 출전... 손흥민은 경기를 앞두고 발표된 선발 명단에 왼쪽 측면 공격수로 이름을 올려 해리 케인, 데얀 클루셉스키와 팀... "
"세븐일레븐, '손흥민 단백질 드링크' 첫 출시",편의점 세븐일레븐이 식물성 혁신푸드 기업 올가니카와 월드스타 손흥민의 토트넘 홋스퍼 구단과 협업해... 높아져 손흥민 콜라보 프로틴 음료를 출시하게 되었다”라며 “운동 전후 부담 없이 즐길 수 있는 음료로... 
'손흥민 카' 르반떼...하이브리드의 배기음·정숙성 '기묘한 조화'에 빠졌다[...,뛰는 손흥민에게 5년 전 제공된 차량으로 잘 알려졌다. SUV 차량치곤 날렵해 스포츠카의 장점과 실용성을... 거머쥔 손흥민의 발전 과정을 떠올린다. 기존의 장점을 최대한 지켜 가면서 부단히 새로운 기술력을 접목해... 
"'손흥민 선발-황희찬 교체' 토트넘, 울버햄프턴에 진땀승...3경기 무패",토트넘의 손흥민이 울버햄프턴과의 잉글랜드 프리미어리그 경기에서 오른발 슈팅을 시도하고 있다. 사진... 한국 팬들이 기대했던 손흥민(토트넘) 대 황희찬(울버햄프턴)의 ‘코리안 더비’는 출전이 엇갈리면서... 
"김민재, 손흥민 동료와 함께 뛴다…은돔벨레, 나폴리 임대","김민재(26, SSC 나폴리)가 손흥민(30, 토트넘 홋스퍼)의 동료와 함께 뛴다. 나폴리는 20일(한국시간)... 은돔벨레가 나폴리로 향하면서 이제 손흥민의 동료가 아닌 김민재의 동료로 바뀌었다. ※CBS노컷뉴스는 여러분의... "
쿠팡플레이 토트넘·울버햄튼 경기일정 중계하나? '손흥민 첫골' 도전,"손흥민, 황희찬 (사진출처=토트넘sns,울버햄튼sns) 2022-23 프리미어리그 전 경기 중계채널번호가 한국축구팬들에게 관심사다. 손흥민에 이어, 프리미어리그 울버햄튼 소속 황희찬 선수가 영국집, 훈련공개, 황희찬 자차... "
"손흥민 인종차별 첼시 팬 영구 출입금지…서경덕 교수 ""좋은 선례""","첼시 구단이 손흥민 선수에 대해 인종차별적 행동을 한 관중을 영구 출입 금지 조치한 것과 관련, 서경덕... 그는 지난해 4월 맨체스터 유나이티드 팬들이 손흥민 인종차별 트윗을 올려 경찰이 수사해 12명에게 사과... "
"손흥민, 첼시팬에 인종차별 당했다?… '눈찢기 제스처' 목격","손흥민(토트넘 홋스퍼)이 잉글랜드 프리미어리그(EPL) 경기 도중 인종차별을 당했다는 현지 보도가 나왔다.... 팬들이 손흥민에게 인종차별적 행위를 한 것을 인지하고 조사에 착수했다""고 전했다. 매체에 따르면 첼시... "
손흥민 vs 황희찬 ‘코리안더비’ 시즌 첫 골 누가 쏘나,잉글랜드 프로축구 프리미어리그(EPL) 무대를 누비는 손흥민(30·토트넘 홋스퍼)과 황희찬(26·울버햄프턴... 손흥민과 황희찬 모두 올 시즌 득점 없이 도움만 1개씩 기록 중이라 ‘시즌 1호 골’에 대한 의지가 강하다.... 
"손흥민vs황희찬, 20일 올 시즌 첫 ‘코리안 더비’ 정면 충돌",축구대표팀의 두 간판 공격수 손흥민(토트넘 홋스퍼)과 황희찬(울버햄프턴 원더러스)이 맞붙는다. 토트넘과... 오는 11월 카타르월드컵 본선에서 한국의 원정 16강행을 이끌 두 공격수 손흥민과 황희찬이 서로 다른... 
"'연속 헛발질' 손흥민, 늑대군단 전략 방어에 고전…그래도 집념 코너킥 '결승...",토트넘 손흥민(오른쪽)이 20일 오후(이하 한국시간) 영국 런던 토트넘홋스퍼 스타디움에서 열린 2022~2023시즌... 그러나 집념의 손흥민(30·토트넘)이었다. 기어코 선제 결승골의 도화선 구실을 하며 토트넘의 시즌 2승째... 
"첼시, 손흥민 향해 인종차별 한 팬에게 “무기한 출입금지”","경기 도중 손흥민 선수에게 인종차별적 행동을 한 팬이 잉글랜드 프로축구 프리미어리그 구단 첼시로부터... 당시 손흥민은 코너킥을 차기 위해 첼시 팬들 앞으로 이동했는데, 한 첼시 팬이 양손으로 눈 끝을 잡아당기는... "
손흥민·황희찬 EPL '코리안 더비' 무산...시즌 첫 골도 실패,"우리나라를 대표하는 두 공격수, 손흥민과 황희찬의 프리미어리그 코리안 더비가 무산된 가운데 두 선수 모두 시즌 마수걸이 골 사냥에는 실패했습니다. 토트넘의 손흥민은 울버햄프턴과의 홈 경기에 선발로 출전해 76분... "
손흥민 인종차별 용의자 잡았다...신원 확인→경찰 출석,"손흥민에게 인종차별적인 행동을 저지른 남성이 영국 런던 경찰의 조사를 받았다. 토트넘 훗스퍼는 15일... 해리 케인의 극장골로 토트넘이 웃을 수 있는 경기였는데, 손흥민은 마음 편히 웃지 못했을 것이다. 경기 도중... "
"“손흥민 인종차별, 강력히 처벌해야” 서경덕, EPL 전 구단에 항의",잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼에서 활약 중인 손흥민이 경기 중 또다시 인종차별의 피해를... 스포츠 전문 매체 디애슬레틱은 18일(한국시간) “EPL 첼시가 토트넘과의 경기에서 손흥민을 겨냥한 인종차별... 
팀 동료가 ‘손흥민→김민재’로 바뀌었다,손흥민(30·토트넘)의 동료에서 김민재(26·나폴리)와 한솥밥을 먹게 됐다. 나폴리는 20일(이하 한국시간)... 토트넘에서는 한국 간판 공격수 손흥민과 함께 뛰었다. 이탈리아 프로축구 세리에A에선 김민재와 함께 한다.... 
"늑대에 묶이나 했던 '손흥민-케인', 결국은 토트넘 살렸다", 사우스햄튼과의 개막전에서 손흥민과 케인의 골 없이도 대승을 거뒀던 토트넘이지만 두 선수의 존재는... 이날 손흥민은 선발로 출전해 76분을 소화했다. 후반 19분 케인의 득점 상황에서 코너킥을 치며 골의 기점이... 
"손흥민 향해 눈 찢은 축구 팬, 첼시 경기장 무기한 출입금지",잉글랜드 프로축구 프리미어리그 구단 첼시가 경기 도중 손흥민(30) 선수에 대해 인종 차별을 한 팬에게... 지난 15일 영국 런던의 스탬퍼드 브리지에서 열린 첼시와 토트넘의 경기 도중 첼시 홈 팬은 토트넘의 손흥민에게... 
"""손흥민 윙어-황희찬 최전방 공격수""... 시즌 첫 '코리안 더비' 선발 예상","손흥민(30, 토트넘)과 황희찬(26, 울버햄튼)이 선발 출격할 것이란 예상이다. 토트넘과 울버햄튼은 20일 오후... 한국 국가대표팀 동료이자 함께 EPL 무대를 누비고 있는 손흥민과 황희찬은 이 경기에서 서로를 상대한다.... "
"'코리안 더비 무산' 손흥민, 히샬리송과 교체 아웃...황희찬은 벤치 대기 [후...","손흥민(30, 토트넘)과 황희찬(26, 울버햄튼)의 '코리안 더비'가 무산됐다. 토트넘 홋스퍼와 울버햄튼... 손흥민-해리 케인-데얀 쿨루셉스키가 최전방에 자리했고 로드리고 벤탕쿠르-피에르 에밀 호이비에르가 중원을... "
"'EPL 득점왕' 손흥민을 향한 견제, 히샬리송이 필요한 이유",지난 시즌 잉글랜드 프리미어리그(EPL) 득점왕에 오른 손흥민(토트넘)이 새 시즌 초반 2경기에서 침묵했다. 상대의 집중 견제로 좀처럼 득점 기회를 잡지 못하는 손흥민을 위해 '신입생' 히샬리송의 빠른 적응이 절실하다.... 
"손흥민, 첼시전서 인종차별 당했다... 첼시 조사 착수","손흥민(토트넘 홋스퍼)이 또다시 인종차별의 피해를 입었다. 영국 매체 '더 선'은 18일(이하 한국시간) ""첼시가 손흥민을 향한 인종차별 가능성을 조사 중이다""라고 전했다. 손흥민이 속한 토트넘과 첼시는 지난 15일... "
손흥민vs황희찬...시즌 첫 '코리안더비' 승자는? [PL 3R 프리뷰],손흥민과 황희찬의 시즌 첫 코리안더비가 영국 런던에서 펼쳐진다. 손흥민의 토트넘은 20일(한국시간) 영국 런던에 위치한 토트넘 홋스퍼 스타디움에서 황희찬의 울버햄튼과 2022/23시즌 프리미어리그 3라운드 맞대결을... 
"첼시, 손흥민 인종차별한 팬 평생 출입금지 징계",잉글리시 프리미어리그(EPL) 첼시 구단이 손흥민을 경기장에서 인종차별한 팬을 평생 출입금지시켰다.... ⓒ첼시 공식 홈페이지 지난 15일 열린 첼시와 토트넘의 2022~2023 EPL 2라운드 경기 중 토트넘 손흥민을 향해 첼시... 
경기 도중 웃통 벗은 한 남자가…손흥민 또 인종차별 당했다,"경기 중 손흥민을 향해 인종차별 행위를 하는 한 남성이 포착돼 첼시 구단이 조사에 나섰다. 영국 스포츠... 경기에서 손흥민이 인종차별을 당했다고 지난 17일(현지 시각) 보도했다. 해당 사진은 트위터, 토트넘 팬... "
득점왕 후폭풍...시련의 계절 맞은 손흥민,손흥민(30·토트넘)의 2022~23시즌 출발이 기대에 다소 못 미치고 있다. 손흥민은 지난 시즌 프리미어리그 23골로 모하메드 살라(리버풀)와 공동 득점왕에 올랐다. 동료 공격수 해리 케인과는 물오른 호흡을 자랑했다.... 
첫 골은 내가 먼저!…손흥민 vs 황희찬 '주말 코리안 더비',"20일 저녁 토트넘-울버햄프턴 EPL 맞대결 '시즌 마수걸이 득점은 내가 먼저!' 손흥민(30·토트넘)과 황희찬(26... EPL 무대를 누비는 두 한국인 공격수, 토트넘 손흥민과 울버햄프턴 황희찬이 맞대결을 펼칠 전망이어서 한국... "
"[공식발표]'시즌 첫 골 사냥' 손흥민 울버햄턴전 선발출전, 황희찬은 교체명단...","'손세이셔널' 손흥민(30·토트넘)이 시즌 첫 골 사냥에 나선다. 토트넘은 20일 오후 8시 30분(한국시각) 영국... 스리톱에 손흥민, 해리 케인, 데얀 쿨루셉스키가 포진하는 가운데 미드필더에는 이반 페리시치, 피에르-에밀... "
"토트넘 손흥민, 득점포 3경기째 개점휴업…황희찬과의 '코리안 더비'도 무산",'2년 연속 득점왕'에 도전하는 손흥민(30·토트넘 홋스퍼)의 침묵이 이어지고 있다.손흥민은 지난 20일(이하 한국시각) 열린 울버햄프턴 원더러스와의 2022~2023 잉글랜드 프로축구 프리미어리그(EPL) 3라운드 경기에 왼쪽... 
"""손흥민 인종차별, 강력히 처벌해야""...서경덕, EPL 전 구단에 항의",코너킥을 차기 위해 이동하는 손흥민에게 일부 첼시 팬들이 인종차별적인 행동을 하고 있다. 사진=트위터 손흥민(토트넘 핫스퍼)이 잉글랜드 프리미어리그(EPL) 경기 중 또다시 인종차별 피해를 입은 가운데 서경덕... 
"""손흥민의 토트넘과 콜라보""…세븐일레븐, '올가니카 올라 스포츠 프로틴' 2종...",세븐일레븐이 식물성 혁신푸드 기업 올가니카(ORGANICA)와 손흥민 소속팀인 토트넘 홋스퍼 구단과의... '올가니카 올라 스포츠 프로틴'은 우리나라 축구 국가대표이자 아시아인 첫 EPL 득점왕인 손흥민 선수가 활약하고... 
손흥민에 눈 찢는 시늉한 관중…'인종차별' 첼시전 조사,"손흥민 선수의 첼시전은 사흘 전에 치러졌지만, 아직도 후폭풍이 이어지고 있습니다. 당시 경기에서 손흥민 선수를 향한 인종차별 행위가 포착돼 첼시 구단이 조사에 나섰고, 심판 판정을 놓고도 논란이 계속되고... "
"'철벽수비' 김민재, 세리에A 데뷔골까지…손흥민보다 빨랐다",이탈리아 프로축구 나폴리의 김민재가 리그 첫 홈경기에서 데뷔골을 뽑았습니다. 김민재의 공수 맹활약 속에 나폴리는 승격팀 몬차에 대승을 거뒀습니다. 김종성 기자입니다. 홈 개막전에 선발로 나온 김민재는 5분... 
"""손흥민 향해 '눈 찢은' 팬 강력 처벌할 것""…첼시, 구단 성명 발표",잉글랜드 프리미어리그(EPL) 첼시가 구단 성명을 통해 손흥민(토트넘)에게 인종차별을 한 팬에게 강력한... 당시 손흥민이 코너킥을 차기 위해 첼시 팬들 앞으로 이동했는데 일부 첼시 팬이 눈을 찢는 등 인종차별 행위를... 
제스처 하는 토트넘 손흥민,= 20일 오후 (한국시각) 영국 런던 토트넘 훗스퍼 스타디움에서 열린 ‘2022-23 잉글랜드 프리미어리그(EPL)’ 3라운드 토트넘과 울버햄트 경기에서 토트넘 손흥민이 관중들을 향해 제스처를 하고 있다.
"서경덕, EPL 전 구단에 ""손흥민 인종차별은 아시아 모독"" 항의",'한국 홍보 전문가' 서경덕 성신여대 교수가 잉글랜드 프리미어리그(EPL) 경기 도중 손흥민 선수에게 가해진... 앞서 스포츠 매체 디애슬래틱은 EPL 첼시가 14일 토트넘전에서 손흥민을 향한 인종차별이 이뤄졌을 가능성을... 
손흥민 교체 뒤 황희찬 투입됐다...코리안 더비 무산,후반 19분 오른쪽 코너킥 키커로 나선 토트넘 손흥민(30)이 낮고 빠른 크로스를 올렸다. 이반 페리시치가... 손흥민은 이날 후반 31분까지 뛰다 교체됐다. 영국 아이뉴스는 “손흥민은 천천히 발동을 걸었던 케인 같다”... 
"손흥민, 또 인종차별 당했나? '눈 찢는' 행위 포착…첼시, 조사 착수",첼시가 토트넘전에서 손흥민(춘천 출신)을 겨냥한 인종차별이 이뤄진 정황을 포착해 조사에 나섰다. 17일... 홈팬들이 손흥민을 향해 인종차별적인 제스처를 취했다. 구체적인 경위는 밝혀지지 않았지만 토트넘 팬... 
"손흥민 동료에서 김민재 동료로…은돔벨레, 나폴리로 임대 이적",이로써 은돔벨레는 손흥민에 이어 또 한 명의 한국 대표팀 선수인 김민재와 한솥밥을 먹게 됐습니다. 나폴리는 오는 22일 AC 몬차를 상대로 올 시즌 세리에A 첫 홈경기를 치릅니다. (사진=나폴리 구단 홈페이지 캡처... 
"손흥민 노린 인종차별 행위에 첼시 성명 ""무관용 대응할 것""",프리미어리그 첼시가 토트넘전에서 손흥민을 겨냥해 눈을 찢는 행위를 한 팬에게 강력한 징계에 나서겠다고... 지난 15일 첼시와 토트넘 경기에서 손흥민이 코너킥을 찰 때 일부 첼시 홈팬이 눈을 옆으로 찢는 행동을 한... 
"무기력한 손흥민, 부진 이어지는 이유는","손흥민은 2022-2023시즌 초반 고전하고 있다. /연합뉴스  '왕관을 쓰려는 자, 그 무게를 견뎌라.' 영국의... 올 시즌 손흥민(30·토트넘 홋스퍼)에게도 해당하는 말이다. 2021-2022시즌 잉글리시 프리미어리그(EPL) 득점왕에 오른... "
"“영구 출입 금지”...첼시, 손흥민 향한 인종차별 조치 완료[공식발표]","첼시가 손흥민(30·토트넘) 향해 인종차별을 가한 팬에게 징계를 내렸다. 첼시는 20일(한국시간)... 다만, 이날 손흥민을 향한 첼시 팬의 인종차별적 행위가 발견됐다. 당시 코너킥 키커로 나서기 위해 이동하던 와중 한... "
"“바보 같은 팬”…첼시, 손흥민 인종차별 행위 강하게 비판",토트넘전에서 손흥민(30)을 겨냥해 인종차별 행위를 한 팬에게 “가장 강력한 조치를 취할 것”이라고 밝혔다. 이는 첼시팬으로 보이는 한 남성이 코너킥을 향해 이동하던 손흥민에게 손가락으로 자신의 눈을 찢는... 
"손흥민, 첼시전 침묵…""제임스 수비에 막혀""","기사내용 요약 토트넘, 첼시와 2-2 무승부 잉글랜드 프로축구 프리미어리그(EPL) 손흥민(토트넘)이 첼시와 경기에서 상대 수비에 묶여 침묵했다. 손흥민은 15일(한국시간) 영국 런던의 스탬퍼드 브리지에서 벌어진... "
첫 골은 내가 먼저' 손흥민·황희찬의 코리안 더비,"손흥민(30)의 토트넘 홋스퍼와 황희찬(26)의 울버햄프턴 원더러스가 20일(한국시간) 영국 런던 토트넘 홋스퍼... 손흥민은 기성용(FC서울)과 2경기, 이청용(울산 현대)과 1경기, 황희찬과 1경기에서 만났다. 18경기 중... "
"토트넘 손흥민 선발, 울버햄튼 황희찬은 벤치 출발","기사내용 요약 손흥민, 케인·쿨루솁스키와 삼각편대 구성…페리시치 왼쪽 윙백 출전 울버햄튼은 네투·포덴스·게드스 '포르투갈 삼총사' 선발 공격수 출격 [서울=뉴시스]박상현 기자 = 손흥민(토트넘 핫스퍼)와 황희찬... "
"""손흥민, 또 인종차별 당했다"" 첼시, 조사 착수","경기에서 손흥민(30.토트넘 훗스퍼)이 인종차별을 당했다는 소식이 알려졌다. 유로스포츠, 디애슬래틱 등... 당시 손흥민이 코너킥을 차러 이동하고 있던 중 찍힌 사진을 보면 한 첼시 팬이 관중석에서 상의를 벗은 채... "
"손흥민, '헛발에 골대'… 직관한 호나우두의 결정력 생각났다[토트넘-울버햄튼...",손흥민(토트넘 훗스퍼)이 또 다시 득점을 올리지 못했다. 정말 완벽했던 침투에 비해 아쉬웠던 헛발과 골대를 맞고 나오는 슈팅까지. 경기를 직관한 '골 결정력의 전설' 호나우두의 결정력이 생각났던 손흥민이다. 토트넘... 
"손흥민, 또 인종차별 당했다..EPL 첼시, 조사 착수",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 손흥민을 향한 인종차별에 대해 조사에... 차려는 손흥민에게 눈을 찢는 인종차별 제스처를 했습니다. 실제로 토트넘 팬 커뮤니티·소셜미디어 등에는... 
‘손흥민 vs 황희찬’ 흥분되는 코리안 더비,"이번 주말 토트넘 손흥민과 울버햄튼 황희찬이 시즌 첫 맞대결을 벌인다. 토트넘은 20일(한국시간), 토트넘... 토트넘은 사우스햄튼과의 개막전에서 4-1 대승을 거뒀고 지난 시즌 득점왕 손흥민도 도움을 보탰다. 이후... "
[속보]토트넘VS울버햄튼=손흥민VS황희찬 코리안더비 무산...낮은 평점 덤,"토트넘VS울버햄튼=손흥민VS황희찬 코리안더비 무산...낮은 평점 덤 (사진출처=토트넘sns,울버햄튼sns) 손흥민과 황희찬의 시즌 첫 코리안더비 만남이 불발된 가운데 두 선수 모두 낮은 평점을 받으며 안타까움을... "
"'손흥민 76분' 토트넘, 울버햄튼 1-0 제압…황희찬 교체 출전",손흥민은 선발 출전해 76분 동안 그라운드를 누볐지만 공격 포인트는 기록하지 못했다. 벤치에서 경기를... 존재감을 드러내지 못하던 손흥민도 울버햄튼의 골문을 겨냥했다. 손흥민은 후반 4분 케인이 오른쪽 측면에서... 
"""케인이 살렸다"" 토트넘·울버햄튼 손흥민황희찬 중계·경기일정 '무료·유료...","손흥민, 케인 (출처=손흥민sns) 토트넘의 3라운드 울버햄튼전을 승리로 장식해 승점3점을 챙겼다. 첫골을 기대했던 손흥민과 황희찬은 침묵을 지켰다. 후반전 64분 토트넘의 해리케인은 동료 이반 페리시치의 도움을... "
또 인종차별 당했다… 손흥민 앞에서 눈찢은 첼시팬,손흥민(토트넘·춘천 출신)이 잉글랜드 프리미어리그(EPL) 경기 중 인종차별 행위로 피해를 당했다는 현지... 후반 손흥민이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 전했다. 아직 첼시와... 
"[GOAL 리뷰] '손흥민 75분 활약' 토트넘, 울버햄튼에 1-0 승…황희찬 교체출전","손흥민은 선발 출전했지만, 공격포인트는 없었다. 황희찬 역시 교체로 나섰으나 활약을 보여주기엔 시간이... 속에 손흥민과 케인, 데얀 쿨루셉스키 등 총 전력을 투입했고, 이반 페리시치가 첫 선발로 출격했다. 지난... "
"마주보며 마수걸이포를...손흥민-황희찬, 코리언 더비서 1호골 도전",새 시즌을 맞아 2경기 연속 침묵한 잉글랜드 프리미어리그(EPL)의 손흥민(30‧토트넘)과 황희찬(26‧울버햄튼)... 하지만 한국 축구팬들에게 손흥민과 황희찬의 '코리언 더비'로 관심을 모은다. 지난 시즌 23골을 넣으며... 
"'손흥민 시작-케인 마무리' 토트넘, 울버햄튼에 1-0 승리... 개막 3G 무패", 손흥민으로 시작해서 해리 케인의 득점까지 나온 토트넘 홋스퍼가 황희찬의 울버햄튼 원더러스를 힘겹게... 이날 손흥민은 선발로 출전해 76분을 소화했다. 후반 19분 케인의 득점 상황에서 코너킥을 치며 골의 기점이... 
"[EPL현장라인업]손흥민 선발, 황희찬 후보","손흥민(토트넘)은 선발, 황희찬(울버햄턴)은 벤치에서 시작한다. 토트넘과 울버햄턴은 20일 오후 영국... 손흥민이 공격진의 한 축을 담당한다. 케인, 클루세프스키가 공격진을 형성한다. 허리에는 벤탕쿠르와... "
"'유효슈팅 1개' 손흥민, 첼시전 낮은 평점…""제임스에 꽁꽁""",첼시전에서 부진한 손흥민(30·토트넘)이 낮은 평점을 받았다. 축구 통계 사이트 후스코어드닷컴은 15일(한국시간) 열린 토트넘과 첼시의 2022-2023 잉글랜드 프리미어리그(EPL) 2라운드 경기 뒤 손흥민에게 평점 6.4를... 
손흥민 코너킥 차려고 가까이 오자 '눈찢기' 인종차별한 첼시 관중 (영상),= 손흥민이 첼시와 경기 중 '인종차별'을 당하는 모습이 포착됐다. 손흥민을 향해 인종차별을 한 백인 남성 첼시팬의 행위는 굉장히 노골적이었다. 손흥민을 향한 인종차별을 파악한 첼시 구단은 즉각 조사에 나섰다.... 
손흥민 빠진 뒤 황희찬 투입… 코리안더비 무산,"손흥민(토트넘홋스퍼)과 황희찬(울버햄턴원더러스)가 경기 중 만나지는 못했다. 20일 오후 8시 30분... 손흥민은 토트넘의 에이스로서 붙박이 주전으로 뛰고 있고, 황희찬도 지난 2경기 모두 선발로 활약했기 때문이다.... "
'손흥민 선발-황희찬 벤치' 토트넘-울버햄튼 선발 라인업 발표, 손흥민(30·토트넘 홋스퍼)과 황희찬(26·울버햄튼 원더러스)의 선발 맞대결은 무산됐다. 황희찬이... 한국의 유이한 프리미어리거인 손흥민과 황희찬이 맞대결을 펼칠 수 있는 경기이기에 한국 축구팬들에게 특히... 
"5분 엇갈린 코리안 더비… 손흥민-황희찬, 둘다 아쉬울 출전시간[울버햄튼-토...",후반 31분 손흥민(토트넘 훗스퍼)이 교체아웃됐고 후반 36분 황희찬(울버햄튼 원더러스)이 교체투입됐다. 딱... 손흥민은 후반 31분까지 뛰며 공격 포인트는 없었고 황희찬은 손흥민이 나간 후인 후반 36분 교체... 
"EPL 첼시 '인종차별' 조사 착수…홈팬, 손흥민 향해 '눈 찢기'",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 손흥민(30)을 향한 인종차별이 이뤄졌을... 후반 손흥민이 코너킥을 차러 이동하던 중 일부 홈팬이 인종차별 행위를 했다고 보도했습니다. 아직 첼시와... 
"토트넘 손흥민, 울버햄튼전 선발",= 20일 오후 (한국시각) 영국 런던 토트넘 훗스퍼 스타디움에서 열린 ‘2022-23 잉글랜드 프리미어리그(EPL)’ 3라운드 토트넘과 울버햄트 경기에서 토트넘 손흥민이 드리블을 하고 있다. ⓒ AFP=뉴스1
"손흥민, 황희찬과 시즌 첫 EPL 코리안 더비…첼시, 손흥민의 인종차별 피해 조...",‘손세이셔널’ 손흥민(30·토트넘)과 ‘황소’ 황희찬(26·울버햄턴)이 20일(한국시간) 런던 토트넘 홋스퍼... 손흥민과 황희찬의 코리안 더비는 3번째다. 황희찬이 지난 시즌 울버햄턴 유니폼을 입은 뒤 지난해 9월... 
"토트넘 전담 기자 ""손흥민 백업, 네이마르 이후 최고 재능으로 평가""","이 매체는 ""힐을 내보내는 것보다 손흥민 백업으로 두는 게 맞다. 잉글리시 프리미어리그(EPL)에 적응할 시간을 줘야 한다. 자신의 잠재력을 끌어올리는데 큰 도움이 될 것이다""고 했다. 사진=힐 SNS"
"침묵한 손흥민, 평점도 다소 낮은 6.4점",개막 후 2경기 연속 골을 넣지 못한 손흥민(토트넘)이 썩 좋지 못한 평점을 받았다. 손흥민은 15일 영국 런던 스탬퍼드 브리지에서 열린 첼시와의 2022~2023 잉글랜드 프리미어리그(EPL) 2라운드 원정 경기에 선발 출전해... 
"'결승골 기점' 손흥민, 평점 6.5…'첫 선발' 페리시치는 7.5 호평","손흥민은 이날 왼쪽 공격수로 선발 출격했다. 해리 케인, 데얀 클루셉스키와 공격진에서 호흡을 맞췄다.... 손흥민은 후반 5분 헤더로 골문을 노렸다. 케인의 오른발 크로스가 날카로웠다. 6분 케인의 헤더는... "
"첼시 구단, 손흥민 인종차별 행위 인정...""해당 팬에 강력한 조치""",사진=첼시 구단 홈패이지 사진=트위터 잉글랜드 프리미어리그(EPL) 첼시가 홈경기에서 손흥민(토트넘)에 대한... 당시 손흥민이 코너킥을 차기 위해 첼시 팬들 앞으로 이동했을때 일부 첼시 팬이 눈을 찢는 등 인종차별... 
"토트넘 손흥민, 첼시전서 인종차별 피해‥첼시, 홈팬 조사 착수",프리미어리그 토트넘의 손흥민 선수가 경기 도중 첼시 팬에게 인종차별 행위를 당해 첼시 구단이 조사에 착수했습니다. 스포츠 매체 디애슬레틱은 지난 14일 첼시와 토트넘의 경기 후반 손흥민이 코너킥을 차러... 
"[SPO 인사이드] '5분 차이'로 불발된 코리안 더비, 손흥민 판정승",이날 또 하나의 관전 포인트는 손흥민(토트넘)과 황희찬(울버햄튼)의 코리안 더비였다. 손흥민과 황희찬은 지난 시즌 두 차례 코리안 더비를 치렀다. 리그컵에선 손흥민이 속한 토트넘이 웃었고 리그에선 황희찬의... 
'EPL 득점왕' 손흥민 향한 '집중마크' 뚫어라…콘테 해법은?,득점왕 손흥민(30·토트넘)이 개막 2경기에서 침묵한 가운데 안토니오 콘테 토트넘 홋스퍼 감독이 새로운 해법을 찾을지 관심이다. 손흥민은 지난 15일(한국시간) 영국 런던의 스탬포드 브리지에서 열린 첼시와의 2022... 
"'손흥민 인종차별' 첼시팬, 경기장 무기한 '출입 금지' 징계","하지만 손흥민을 향한 인종차별로 인해 경기의 일부분이 퇴색됐다. 영국 매체 '디 애슬레틱'은 ""지난 첼시와 토트넘 훗스퍼의 경기 중 인종차별 사건이 발생했다. 후반전 손흥민이 코너킥을 차기 위해 사이드 라인으로... "
손흥민 선발·황희찬 백업… 코리안더비 선발 맞대결은 무산,손흥민과 황희찬의 올시즌 첫 '선발 맞대결'은 무산됐다. 손흥민의 소속팀 토트넘은 20일 오후 8시30분(한국시각) 황희찬의 소속팀 울버햄튼을 홈으로 불러들여 올시즌 잉글랜드 프리미어리그(EPL) 3라운드 홈경기를 치른다.... 
"손흥민 향한 '인종차별'…서경덕, EPL 전 구단에 ""강력 처벌해달라""","잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민 선수를 향한 인종차별 행위에 대해 서경덕 성신여대... 있는가""라며 ""이건 손흥민뿐만 아니라 아시아인 전체를 모독하는 행위다. 첼시 구단과 EPL 사무국은 철저한... "
"손흥민 코너킥→케인 선제골 관여, 울버햄턴전 후반 30분 교체",'손세이셔널' 손흥민(30·토트넘)이 시즌 마수걸이 골이자 울버햄턴 상대 커리어 첫 골을 터뜨리는데 실패했다. 그래도 선제골에는 관여했다. 손흥민은 20일 오후 8시 30분(이하 한국시각) 영국 런던의 토트넘 훗스퍼... 
